codigo;ex;tipo;descricao;nacionalfederal;importadosfederal;estadual;municipal;vigenciainicio;vigenciafim;chave;versao;fonte
85177092;;0;"Registradores/seletores p/centrais automat. telefon.etc";8.84;10.84;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85177099;;0;"Outros partes p/apars.transmissores/ receptores";8.84;14.62;14.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85181010;;0;"Microfones e seus suportes, piezelétricos próprios para aparelhos telefônicos";14.79;16.79;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85181090;;0;"Outros microfones e seus suportes";17.13;23.83;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85182100;;0;"Alto-falante unico montado no seu proprio receptaculo";17.13;23.83;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85182200;;0;"Alto-falantes multiplos montados no mesmo receptaculo";17.13;23.83;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85182910;;0;"Outros alto-falantes piezelétricos próprios para aparelhos telefônicos";14.79;16.79;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85182990;;0;"Outros alto-falantes";17.13;23.83;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85183000;;0;"Fones de ouvido, mesmo combinados com microfone, e conjuntos ou sortidos constituídos por um microfone e um ou mais alto-falantes";17.13;23.83;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85184000;;0;"Amplificador eletrico de audiofrequencia";17.13;23.83;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85185000;;0;"Apars.eletr.de amplificacao de som";17.13;23.83;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85189010;;0;"Partes de alto-falantes";17.13;23.02;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85189090;;0;"Partes de microfones,fones de ouvido, amplificadores,etc";17.13;23.02;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85192000;;0;"Aparelhos que funcionem por introdução de moedas, papel-moeda, cartões de banco, fichas ou por outros meios de pagamento";24.70;36.08;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85193000;;0;"Toca-discos, sem dispositivos de amplificação de som";26.43;37.81;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85195000;;0;"Secretarias eletronicas (atendedores automaticos)";24.70;36.08;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85198110;;0;"Apars.de reprod.de som,c/sist.de leit.optica por laser";19.96;26.66;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85198120;;0;"Gravadores de som de cabines de aeronaves";19.09;21.09;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85198190;;0;"Outs.apars.de gravacao/reprod.som";19.09;25.79;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85198190;01;0;"Aparelho gravador de som para cinema, utilizando fita magnética em rolo aberto ou cartucho selado, registrando ao mesmo tempo, em pista de som auxiliar, um sinal de referência de sincronismo para possibilitar a reprodução sincrônica, em tempo real";13.45;20.15;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85198190;02;0;"Toca-fitas";19.96;26.66;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85198190;03;0;"Aparelhos de gravação e de reprodução de som, de fitas magnética";19.96;26.66;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85198900;;0;"Outs.apars.de gravacao/reprod.som";24.70;36.08;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85198900;01;0;"Aparelhos cinematográficos de reprodução de som";22.03;33.41;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85211010;;0;"Gravador-reprodutor de fita magnet. s/sintonizador";19.09;21.09;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85211081;;0;"Apars.videofon.de grav/reprod.p/fitas cassetes,l=12mm";19.09;25.79;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85211089;;0;"Outs.apars.videofon.grav/reprod.fita magnet.l<19.05mm";19.09;25.79;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85211090;;0;"Outs.apars.videofon.grav/reprod.fita magnet.l>=19.05mm";19.09;21.09;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85219010;;0;"Gravador-reprodutor e editor de imagem e som, em discos, por meio magnético, óptico ou optomagnético";14.79;16.79;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85219090;;0;"Outros apars.videofon.grav/reprod.";17.13;23.83;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85219090;01;0;"Aparelho de gravação ou reprodução, e edição, de imagem e som de televisão em disco rígido, por meio magnético, óptico ou optomagnético";13.45;20.15;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85219090;02;0;"Aparelhos de reprodução de imagem e som em disco por meio óptico ou optomagnético";19.09;25.79;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85221000;;0;"Fonocaptores p/apars.de gravacao/reproducao";24.70;35.28;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85229010;;0;"Agulhas c/ponta de pedra preciosa,p/apars.de reproducao";24.70;34.46;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85229020;;0;"Gabinetes p/apars.de gravacao/reproducao";24.70;34.46;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85229030;;0;"Chassis ou suportes p/apars.de gravacao/reproducao";24.70;34.46;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85229040;;0;"Leitores de som,magneticos p/apars.de reproducao";24.70;34.46;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85229050;;0;"Mecanismos toca-discos,mesmo c/cambiador, p/apars.reprod";24.70;34.46;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85229090;;0;"Outs.partes e acess.p/apars.de gravacao/ reproducao";24.70;34.46;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85232110;;0;"Cartoes magnet.n/grav.";17.13;23.02;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85232120;;0;"Cartoes magnet.gravados";17.13;23.02;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85232911;;0;"Discos magnet.n/grav.p/unidades de discos rigidos";14.79;16.79;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85232919;;0;"Outros discos magnet.n/grav.";17.13;23.02;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85232921;;0;"Fitas magnet.n/grav.l<=4mm,em cassetes";19.09;24.98;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85232922;;0;"Fitas magnet.n/grav.4mm<l<=6.5mm";19.09;24.98;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85232923;;0;"Fitas magnet.n/grav.6.5<l<=50.8mm,em rolos/carreteis";19.09;24.98;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85232924;;0;"Fitas magnet.l>6.5mm,em cassetes,p/grav.de video";19.09;24.98;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85232929;;0;"Outros fitas magnet.n/grav.";19.09;24.98;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85232931;;0;"Fitas magnet.gravadas,p/reprod.de fenom. diferentes de som/imagem";17.13;23.02;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85232932;;0;"Fitas magnet.gravadas,l<=4mm,em cartuchos/cassetes";17.13;23.02;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85232932;01;0;"Gravadas com matéria didática";13.45;19.34;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85232932;02;0;"Para gravação simultânea de imagem e som, próprias para televisão  vídeo-tape , gravadas com matéria de natureza científica ou educativa";14.79;20.68;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85232933;;0;"Outros fitas magnet.gravadas,l>6.5mm";17.13;23.02;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85232933;01;0;"Gravadas com matéria didática, em cartuchos ou cassetes";13.45;19.34;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85232933;02;0;"Para gravação simultânea de imagem e som, próprias para televisão  vídeo-tape , gravadas com matéria de natureza científica ou educativa, em cartuchos, cassetes e semelhantes";14.79;20.68;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85232939;;0;"Outros fitas magnet.gravadas";17.13;23.02;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85232939;01;0;"Gravadas com matéria didática, apresentadas em artefatos semelhantes a cartuchos ou cassetes";13.45;19.34;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85232939;02;0;"Gravadas com matéria didática, em cartuchos ou cassetes";13.45;19.34;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85232939;03;0;"Para gravação simultânea de imagem e som, próprias para televisão  vídeo-tape , gravadas com matéria de natureza científica ou educativa, apresentadas em artefatos semelhantes a cartuchos ou cassetes";14.79;20.68;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85232990;;0;"Outs.suportes p/gravacao de som/semelhs. n/gravados";17.13;23.02;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85234110;;0;"Discos p/sist.leit.raio laser,possib.grav.1 vez (cd-r)";17.13;23.02;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85234190;;0;"Outs.suportes p/gravacao de som/semelhs. n/gravados";17.13;23.02;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85234910;;0;"Suportes gravados,p/leit.raio laser,reprod. apenas do som";17.13;23.02;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85234920;;0;"Suportes gravados,p/leit.raio laser,de fenom. dif.som/imag";17.13;23.02;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85234990;;0;"Outros suportes gravados,p/leitura por raio laser";7.88;13.77;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85235110;;0;"Dispositivos de armazenamento não-volátil de dados à base de semicondutores - cartões de memóris (memory cards)";19.63;28.16;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85235110;01;0;"Das máquinas da posição 84.71";17.75;26.28;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85235110;02;0;"Que possam ser utilizados indiferentemente com as máquinas ou aparelhos de duas ou mais das posições 84.69 a 84.72";14.38;22.91;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85235190;;0;"Outros - dispositivos de armazenamento não-volátil de dados à base de semicondutores";17.13;23.02;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85235200;;0;"Cartoes incorporando 1 circuito integrado eletronico (cartões inteligentes)";17.78;24.93;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85235910;;0;"Cartoes e etiquetas de acionam.por aproxim.";16.02;21.04;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85235990;;0;"Outs.suportes semicondutores";17.13;23.02;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85238000;;0;"Discos fonograficos,gravados";17.13;23.02;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85255011;;0;"Apars.transm.de radio em am,c/modul.larg. pulso,pot>10kw";17.13;19.13;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85255012;;0;"Apars.transm.de radio em fm,c/etapa saida valv.pot>30kw";17.13;19.13;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85255019;;0;"Outros apars.transmissores de radiodifusao";17.13;22.15;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85255021;;0;"Apars.transm.de televisao,frequencia>7ghz";17.13;22.15;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85255022;;0;"Apars.transm.de televisao,banda uhf 2/2.7ghz,10w<p<100w";17.13;19.13;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85255023;;0;"Apars.transm.de televisao,banda uhf,pot>10kw";17.13;22.15;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85255024;;0;"Apars.transm.de televisao,banda vhf,pot>=20kw";17.13;22.15;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85255029;;0;"Outros apars.transmissores de televisao";17.13;22.15;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85255029;01;0;"Transmissores digitais de televisão, em VHF ou UHF, com potência maior ou igual a 1 kW e intermodulação maior que 36 dB";13.45;18.47;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85255029;02;0;"Sistema irradiante configurável, dedicado à transmissão de sinais de televisão digitais na faixa de freqüência de VHF e/ou UHF, com potências irradiadas de até 1MW RMS e constituídos por: antenas, cabos e/ou linhas rígidas de alimentação, combinad";13.45;18.47;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85256010;;0;"Apars.transm/recep.de radiodifusao";17.13;22.15;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85256010;01;0;"Transmissores-receptores  transceptores  de rádio digital para televisão digital terrestre, com interfaces digitais “DVB-ASI” e/ou “ISDB-T clock data”";13.45;18.47;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85256020;;0;"Apars.transm/recep.de televisao, frequencia>7ghz";17.13;19.13;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85256020;01;0;"Transmissores-receptores  transceptores  de sinal de televisão digital através de fibra ótica";13.45;15.45;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85256090;;0;"Outros apars.transmiss.recept.de televisao";17.13;22.15;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85256090;01;0;"Equipamento de sinalização, controle e/ou corte  “slicer”  do fluxo de dados MPEG";13.45;18.47;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85258011;;0;"Cameras de televisao c/3 ou mais captadores de imagem";18.15;20.15;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85258012;;0;"Cameras de televisao c/sensor imag.ccd,etc. ilum<0.20lux";18.15;20.15;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85258013;;0;"Cameras de televisao c/sensor de imagem etc<=14 microns";18.15;20.15;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85258019;;0;"Outros cameras de televisao";18.15;24.85;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85258019;01;0;"Lupa eletrônica do tipo utilizado por pessoas com deficiência visual";4.20;10.90;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85258021;;0;"Câmeras fotográficas digitais e câmeras de vídeo c/ tres ou mais captores de imagem";25.93;27.93;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85258022;;0;"Outs cameras de video de imagens fixas e outs.cameras video etc <= 14 microsn (sistema integrado etc)";25.93;27.93;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85258029;;0;"Outras câmeras fotográficas digitais e câmeras de vídeo";25.93;40.41;14.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85261000;;0;"Apars.de radiodeteccao e de radiossondagem (radar)";18.15;20.15;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85269100;;0;"Apars.de radionavegacao";18.15;20.15;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85269200;;0;"Apars.de radiotelecomando";18.15;24.45;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85271200;;0;"Radio toca-fitas (radio-cassetes),de bolso";22.83;34.21;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85271300;;0;"Outros aparelhos combinados com um aparelho de gravaçao ou de reproduçao de som";22.83;34.21;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85271910;;0;"Apars.recept.de radio c/relogio,a pilha/ eletricidade";22.83;34.21;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85271990;;0;"Outros apars.recep.radiodif.pilha/eletr.etc.";22.83;34.21;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85272100;;0;"Aparelhos receptores de radiodifusao, que so funcionem com fonte externa de energia, combinados com um aparelho de gravaçao ou de reproduçao de som";16.02;22.72;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85272900;;0;"Outros apars.recep.radiodif.p/veic.automoveis, etc.";16.02;22.72;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85279100;;0;"Outros aparelhos receptores para radiodifusao, combinados com um aparelho de gravaçao ou de reproduçao de som";24.91;38.37;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85279200;;0;"Apars.recept.de radio c/relogio,a eletricidade";24.91;38.37;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85279910;;0;"Amplificador com sintonizador (receiver)";24.91;38.37;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85279990;;0;"Outros apars.recep.radiodif.etc.";24.91;38.37;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85284210;;0;"Monocromaticos";14.73;18.09;14.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85284220;;0;"Policromaticos";14.73;18.09;14.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85284910;;0;"Monitores de video,em preto e branco ou outs.monocromos";15.09;18.73;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85284921;;0;"Monitores de video,a cores, com dispositivos de seleção de varredura (under-scanning) e de retardo de sincronismo horizontal ou vertical (h/v delay ou pulse cross)";15.09;18.45;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85284929;;0;"Outros (monitores de video,a cores)";15.09;18.73;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85285210;;0;"Monocromaticos";14.73;17.79;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85285220;;0;"Policromaticos";22.19;31.37;14.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85285910;;0;"Monitores de video,em preto e branco ou outs.monocromos";15.09;18.73;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85285920;;0;"Outros (monitores de video,a cores)";15.09;18.73;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85286200;;0;"Capazes de serem conectados diretamente a uma maquina automatica para processamento de dados da posicao 8471 e concebidos para serem utilizados com esta maquina";14.73;18.09;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85286910;;0;"Outros projetores de vídeo com tecnologia de dispositivo digital de microespelhos (“digital micromirror device” - dmd)";15.09;17.09;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85286990;;0;"Outros projetores de vídeo";15.09;18.73;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85287111;;0;"Receptor-decodif.integr.sinais digit.video codif.cores, sem saída de radiofrequencia (rf( modulada (...) c/ saída de áudio balanceada (...)";16.64;18.64;14.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85287119;;0;"Outros (receptor-decodif.integr.sinais digit.video codif.cores)";16.64;29.80;14.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85287190;;0;"Outs.apars.recep.televisao cores,mesmo c/apars.som/imag";24.61;37.77;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85287200;;0;"Outs.apars.recep.televisao cores,mesmo c/apars.som/imag";24.61;37.77;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85287300;;0;"Apars.recept.de tv em preto/branco,mesmo com radio,etc.";24.61;37.77;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85291011;;0;"Antenas com refletor parabolico,exc.p/ telefone  celular";7.63;14.83;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85291019;;0;"Outros antenas exc.p/telefones celulares";7.63;14.83;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85291090;;0;"Outs.antenas e refletores de antenas,e suas partes";6.77;12.66;20.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85299011;;0;"Gabinetes e bastidores p/apars.transmissores/ receptores";7.63;12.42;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85299012;;0;"Circuito impresso montado p/apars.transmiss. recept.";9.12;15.16;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85299019;;0;"Outros partes p/apars.transmissores/ receptores";7.63;12.42;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85299019;01;0;"Codificadores para sinais de áudio, vídeo de alta definição MPEG-2 e/ou MPEG-4  protocolo H.264  para sistema de transmissão de sinais de televisão digital terrestre";4.20;8.99;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85299020;;0;"Outs.partes p/apars.recept.radiodifusao, televisao,etc.";7.63;13.67;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85299030;;0;"Outs.partes p/apars.radiodeteccao e radiossondagem";7.63;9.63;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85299040;;0;"Outros partes p/apars.radionavegacao";7.63;9.63;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85299090;;0;"Outs.partes p/apars.radiotelecomando/ cameras tv/video";7.63;14.83;9.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85301010;;0;"Apars.eletr.digit.p/controle de trafego de vias ferreas";17.13;22.60;14.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85301090;;0;"Outs.apars.eletr.de sinalizacao,etc.p/vias ferreas";14.79;20.26;14.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85308010;;0;"Apars.eletr.digit.p/controle de trafego de automotores";17.13;22.60;14.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85308090;;0;"Outs.apars.eletr.sinalizacao,etc.p/vias terrestres,etc.";16.02;21.49;13.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
85309000;;0;"Partes de apars.eletr.de sinaliz.etc.p/vias ferreas,etc";16.02;21.49;13.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
